within_verbs,across_verbs
0.605480839972912,0.725044923255003
0.49736222140377945,0.631654891899663
0.47168608927506156,0.6138123822114263
0.4742792113299598,0.7023129564307181
0.4169654134273455,0.7616582546135822
0.5073276350776147,0.7010983548259359
0.5080952583325881,0.6184856455982031
0.6336920196694058,0.7135379130646389
0.5096374318767398,0.6247402327348868
0.44965059748390324,0.6823137186224669
0.5177768097930858,0.7348989092314762
0.5264673201782423,0.5656085507436923
0.45703008446181675,0.6753671791010405
0.48451652957508223,0.675969522638134
0.5793227974132165,0.7934024646556234
0.4913358732252781,0.6095717139270582
0.45817187199836795,0.64373781232785
0.4859303505313909,0.6564623362610232
0.5217150473881683,0.6633335815310539
0.45370235145655574,0.7058189496751563
0.520530325532616,0.6495729620128191
0.4853643349500969,0.7018000450919247
0.480950212116653,0.5894266788293532
0.44550003460714416,0.62064761324277
0.607334509814434,0.6488159916632716
0.4877989698269567,0.5836701510547643
0.4826012084755831,0.6052885169187038
0.491130469858808,0.738665553634054
0.5283830946696207,0.7423043754047103
0.6058576848053016,0.6718158813486695
0.49611379015129337,0.6865991262904046
0.45995816364604886,0.74150820599475
0.4693663152080771,0.5758253147021858
0.465618984115237,0.6288827659106568
0.4275132711943728,0.6064278036275366
0.522436400030277,0.8633923120617873
0.4874375235782103,0.6406178862813954
0.4750879879671092,0.7103825562514424
0.43435649184083336,0.7567480449667344
0.47588486149035236,0.6669337847163456
0.5122148682566616,0.7088152200286199
0.5278252347390088,0.7557996255172601
0.5121233945081163,0.7106874805636786
0.45985626317125283,0.7479672908574394
0.49211643399141797,0.6178351055158131
0.4663617291798036,0.690202691786898
0.4726400200652983,0.6449681048260761
0.4794069529899159,0.6749247992817111
0.32895459201304594,0.8163349355607313
0.4669423497568996,0.7065692348167673
0.556727180680389,0.6460490110795182
0.5118774918835025,0.6106099825723187
0.45413602944260634,0.6372996361435752
0.42567105798092547,0.7766913773120602
0.5150247407300836,0.793609809691233
0.5398529540916295,0.7383232563468183
0.5028750299429781,0.6800528762773124
0.3581015171984239,0.6377255102090702
0.5227575192012937,0.6733601957479756
0.5561123224654,0.6870150416476007
0.5292444825767806,0.7455346450004855
0.5340326012837339,0.7051355779081702
0.4675557089419409,0.7572185625207623
0.46524793800760417,0.6744336427288068
0.4912697940303896,0.6656903958528677
0.43641262967072025,0.6949632756319819
0.4703460579253098,0.6917245639856182
0.5019123156227828,0.6705063329217806
0.48739246003339043,0.61614298564692
0.4567562698403358,0.7723161076764565
0.3929110063584417,0.8134693933213919
0.4535871712949118,0.7127874987153471
0.5557559228921515,0.6333975467102619
0.48030355881692355,0.7895453070079386
0.44636368750524097,0.7812104003247197
0.4450164826288345,0.6219141498532731
0.36083337421876777,0.6886393143430082
0.33826329175074293,0.5892837933941131
0.4491586433039609,0.6886572009849073
0.3400201248591462,0.6693439430473546
0.5571581929004141,0.7112815305580468
0.4569447371083403,0.7650726020960796
0.46033377732874714,0.7453510224901295
0.44268074752299935,0.7030451135368131
0.4746925279879096,0.7014440156208497
0.5193301186750272,0.6274909187742723
0.44953475131540727,0.6884262541419361
0.4065687938934455,0.6521468055941153
0.4815863944197614,0.5871107344493782
0.5096991073374229,0.655158528103925
0.4708724170991446,0.6933973547197685
0.47086235510365,0.7114821521021251
0.4544683681732724,0.6915068684665931
0.4407412055689817,0.6581853768507563
0.3648591879017801,0.6384008360322971
0.5617535875444779,0.7653312128224149
0.3910765851239329,0.6466664058114333
0.4111000573165128,0.5544918087487614
0.4523271254093024,0.6336410628792969
0.42161837033265237,0.6975447261250193
0.4809417385156048,0.6860294254949358
0.5508333930969999,0.6563558619536491
0.3977168026923137,0.6488118554755715
0.49910387271882295,0.7579884987929474
0.37622353737507935,0.6361923092558474
0.3574804529704139,0.6420250567314957
0.42384896262923943,0.6654405685528438
0.4317548645465034,0.5995038701009657
0.5387502473946272,0.6909213572010845
0.4947213495323156,0.7816281935184247
0.44802125929586695,0.6376577751780176
0.4846832750231929,0.6537935489957094
0.4600624238588429,0.7053979706279919
0.46100788617193844,0.6257681827834849
0.377514311859985,0.6457564538259768
0.4578190858733184,0.6995302979249203
0.41874412472653233,0.6728141720798153
0.473149252233069,0.7400684749188887
0.5003692414253775,0.6579748519226128
0.38671387150327524,0.6507910260223319
0.4329288435011897,0.7554428872961404
0.38937738950985945,0.6632714422558932
0.507866448194171,0.6697989654204488
0.4503577175594915,0.6436987778546469
0.4004246379411161,0.7084190193924603
0.5175674155634723,0.592000461758388
0.49096655150152685,0.7179735738467282
0.40157507962559785,0.724116842640191
0.4996563962257568,0.7219602737166688
0.4091447739402725,0.6607966997588274
0.4908000549408518,0.654323415307034
0.4029540032740767,0.7752269484038838
0.4896063399150976,0.7151692301592091
0.37365763622593734,0.6605479646305524
0.45346212226665594,0.7753901076453064
0.33296084571574036,0.614266466139344
0.40595239179797177,0.7232822774566101
0.4512160027410494,0.704067822452151
0.387437481995008,0.690940315995756
0.3712252979731263,0.6892111587672914
0.5711661659061097,0.703213254888616
0.46938253599058066,0.6541600457644752
0.4664196694872788,0.5938181337796151
0.4682109685010753,0.6839917471696231
0.4012940182279379,0.6963437212566033
0.5566515181145882,0.6597889423241242
0.5103069429820604,0.6485648974692793
0.5547128212607425,0.7739386059086971
0.40791332374782513,0.7189626112158645
0.43831715375374275,0.713504833105968
0.37238584111033374,0.6988144453295679
0.48974065751301804,0.6958484714351436
0.5692746243412625,0.7403417508986659
0.41830905885228964,0.7634910496425027
0.42199736012733086,0.7174980202292595
0.49464193272381196,0.7361537788265963
0.40907087347300763,0.6947946456557822
0.5083428799414953,0.716828781048775
0.4831330925746159,0.6247491194793605
0.44865348138723904,0.5758531785946958
0.4577811559637835,0.7379324357150788
0.522405194942378,0.6737231435721743
0.3862756721518123,0.6616181297653976
0.4839168415317975,0.7271759685965089
0.4110369138397671,0.7350427686567975
0.40245055365606325,0.5796611914894637
0.46790976219762026,0.672467715775991
0.33134028011154776,0.7404073648550494
0.4467874961511285,0.7531835861421509
0.4088755433995198,0.7282914303989606
0.4207078706101553,0.5930391708000566
0.4117520706022664,0.6670040951943181
0.42262382063582715,0.6521819959973684
0.5139962578168572,0.6383414092367927
